ID,SMILES,Manifold_X,Manifold_Y,Bioactivity_Score,LogP,TPSA,MolWt,Dipole_Proxy,Max_Partial_Charge,Balaban_J,Bertz_CT,cluster_dbscan,region_id,region_type,cx,cy,degree,deg_norm,cent_score,rep_score,is_high_activity_global_q75
105,C#Cc1ncc2ncn(C)c2n1,-9.7700815,2.2667105,3.936981482,0.3446,43.6,158.0592462,0.524513844,0.206206574,2.820750834,463.352863,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.9617597472469476,0.44600718345406853,False
106,Cn1c(Cl)nc2cncnc21,-11.891171,0.077288896,4.592707207,1.0167,43.6,168.0202738,0.506658737,0.204272171,2.924165617,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,9.0,0.4999999999999375,0.2485586636960797,0.40827588738878684,False
107,NCCN1CCNCC1,20.717463,17.554186,4.969222324,-1.1497,41.29,129.1265975,0.339989515,0.010790991,2.077860755,65.9483369,8,8,normal,20.671803076923077,17.507734923076924,10.0,0.6249999999999218,0.7810804769652141,0.620593036049521,False
108,C=Cc1cccc2ccccc12,3.9064608,4.648252,6.662317441,3.4828,0.0,154.0782503,0.087283029,-0.011165158,2.876112516,407.8127537,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.5006239454523747,0.4166798812756858,True
109,NCc1cccc(CO)c1,7.773355,6.235743,8.558134234,0.6376,46.25,137.084064,0.459827904,0.068147618,2.871145729,190.9174942,0,0,hotspot,7.099879520207254,5.635156638341969,10.0,0.6249999999999218,0.9043947952535725,0.8011438079360141,True
110,Cn1cnc2c(F)ncnc21,-4.6353555,5.4255977,6.918097982,0.5024,43.6,152.0498244,0.561904086,0.243653705,2.941490232,394.3816552,7,7,normal,-4.63897532,5.42452347,9.0,0.4999999999999375,1.0,0.7267239192799536,True
111,NCc1cccc(Br)c1,7.7771564,6.1881433,1.721994522,1.9078,26.02,184.9840114,0.344297811,0.017800946,2.936866102,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.9090305805537765,0.4165889550461167,False
112,C#Cc1ncnc2c1ncn2C,-4.6233096,5.4409423,5.113936347,0.3446,43.6,158.0592462,0.482063148,0.163756757,2.924996575,463.352863,7,7,normal,-4.63897532,5.42452347,5.0,0.0,0.8362299364542038,0.45542643481624073,False
113,CC(=O)Nc1cccc(CN)c1,8.323478,6.7457385,4.278723397,1.1037,55.12,164.094963,0.547243815,0.220747564,2.790011068,283.6119538,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7802756011583561,0.4427316162274851,False
114,Cn1cnc2cnc(Br)nc21,-9.866111,2.3767948,4.665639194,1.1258,43.6,211.9697583,0.516470725,0.198159795,2.873085923,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,10.0,0.6249999999999218,0.9276008733487708,0.6524058297645892,False
115,CCN1CCNCC1Br,23.141195,12.021209,3.747522431,0.6325,15.27,192.0262105,0.391212189,0.07817911,2.297255884,87.12704562,6,6,normal,23.1524854,12.0101643,5.0,0.0,0.9183184699327916,0.4253964382198225,False
116,Oc1ccc(F)cc1,6.461917,7.212324,4.548370917,1.5313,20.23,112.032443,0.630941158,0.122977763,3.032455532,147.3883389,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7721903278082589,0.4510919350224548,False
117,CCCn1cnc2cncnc21,-7.542706,-3.2549179,4.882016352,1.2363,43.6,162.0905463,0.477899245,0.162672617,2.548405447,379.1932379,3,3,hotspot,-7.51545176,-3.2843907299999997,6.0,0.12499999999998437,0.708645174295669,0.44537420636867653,False
118,CC(CS(N)(=O)=O)c1ccccc1,12.059989,1.9044977,6.83319616,1.0786,60.16,199.0666997,0.437880301,0.209170377,2.756569313,358.4609085,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.026694933065683157,0.3188363263196729,True
119,O=C(O)Cc1ccc(F)cc1,6.33429,5.093381,4.359608812,1.4528,37.3,154.0430077,0.78830096,0.307314787,2.736298072,253.2994976,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.8985163353344455,0.48143925308031155,False
120,OCn1cnc2cncnc21,-7.456858,-3.341672,7.217553802,-0.2239,63.83,150.0541608,0.540490328,0.164585325,2.760004898,369.3747187,3,3,hotspot,-7.51545176,-3.2843907299999997,9.0,0.4999999999999375,0.3951022405889384,0.5572328242566339,True
121,BrC1CCCO1,4.9341965,-10.244059,3.972501219,1.5178,9.23,149.9680269,0.479106236,0.112112219,2.18410557,40.81274391,5,5,normal,3.8675915027777776,-9.008300347222223,8.0,0.37499999999995315,0.03855488551214192,0.28296651441361265,False
122,CCc1nc2cncnc2n1C,-11.7574005,0.031206219,6.480025097,0.9257,43.6,162.0905463,0.478380233,0.162629835,2.784076402,404.3501069,2,2,normal,-10.67025554347826,1.3251711124347825,6.0,0.12499999999998437,0.33830511545798125,0.39819253851736375,True
123,FCn1cnc2cncnc21,-7.5663548,-3.2322247,6.724378872,0.7533,43.6,152.0498244,0.453587298,0.167661615,2.760004898,369.3747187,3,3,hotspot,-7.51545176,-3.2843907299999997,9.0,0.4999999999999375,0.463026197191471,0.5578830140373956,True
124,NC1CCCO1,4.8551435,-10.162811,2.252230323,0.0816,35.25,87.06841391,0.46880782,0.105209498,2.18410557,40.81274391,5,5,normal,3.8675915027777776,-9.008300347222223,9.0,0.4999999999999375,0.10943047707892606,0.27291835604365006,False
125,C=CCCN1CCNCC1,20.733124,17.570312,6.788711387,0.4677,15.27,140.1313485,0.324936223,0.010749588,2.068319096,95.43071362,8,8,normal,20.671803076923077,17.507734923076924,5.0,0.0,0.701359433942579,0.48195628566274656,True
126,C=Cc1ccc(O)cc1,6.4764357,7.4028177,5.119938704,2.0352,20.23,120.0575149,0.623083942,0.115117691,3.009781948,198.3125496,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7435510806782643,0.42786287236345877,False
127,O=C(O)c1ccc2ccccc2c1,8.080676,7.440033,9.244076057,2.538,37.3,172.0524295,0.812840011,0.335201021,2.686034664,460.3518617,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7138036057598328,0.5839041240079128,True
128,Fc1ccc2ccccc2c1,7.826915,8.139618,7.817865419,2.9789,0.0,146.0531784,0.330336061,0.12334753,2.828901216,379.2844904,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.6221795130556256,0.5743684706766471,True
129,CCC(C)(C)c1ccccc1,3.084092,10.971978,3.916280699,3.3742,0.0,148.1252005,0.053936165,-0.010616604,2.928444531,208.7397365,1,1,hotspot,2.99682739,11.0612441,5.0,0.0,0.3090172926297078,0.24935641574889666,False
130,CCN1CCNC(Cl)C1,21.65555,6.430831,1.70189526,0.4764,15.27,148.0767261,0.394971537,0.095406608,2.231651619,87.12704562,4,4,normal,21.6607071,6.436665240000001,9.0,0.4999999999999375,1.0,0.5180758103999744,False
131,OCCN1CCNCC1,20.775482,17.610666,0.987782903,-1.1161,35.5,130.1106131,0.450843988,0.055799433,2.077860755,68.7032244,8,8,normal,20.671803076923077,17.507734923076924,12.0,0.8749999999998906,0.49395165222264104,0.4501968117867556,False
132,CC(CBr)c1ccccc1,12.289465,2.0024276,7.183120917,3.185,0.0,198.0044125,0.10190924,0.009752775,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,11.0,0.7499999999999063,0.0054779244770626345,0.5139682140230619,True
133,O=C(O)Cc1ccc(O)cc1,6.3824553,5.1579065,4.917931835,1.0193,57.53,152.0473441,0.815281438,0.307314796,2.736298072,250.5446101,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.9111307388018823,0.582556495040531,False
134,NS(=O)(=O)c1ccc2ccccc2c1,8.074931,7.5500913,6.908222336,1.4872,60.16,207.0353995,0.462195791,0.237567706,2.749372328,575.4466217,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.6981278984251665,0.4857672629675223,True
135,ClC1CCCCC1,3.8323665,-8.917301,4.474678915,2.5579,0.0,118.054928,0.156572486,0.033563603,2.12291795,46.14170945,5,5,normal,3.8675915027777776,-9.008300347222223,9.0,0.4999999999999375,1.0,0.6289871565999633,False
136,CC(C)(Br)c1ccccc1,2.9739015,11.084148,5.33336902,3.3166,0.0,198.0044125,0.125676312,0.04493554,2.966043179,195.718293,1,1,hotspot,2.99682739,11.0612441,10.0,0.6249999999999218,0.9354231560782659,0.681461707623435,False
137,OCc1ccccc1O,4.5865755,4.6641293,5.184727758,0.8845,40.46,124.0524295,0.62816785,0.120583741,3.006524007,195.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.6078645974908963,0.4272484895672435,False
138,FCCN1CCNCC1,20.667164,17.503435,2.941672815,-0.1389,15.27,132.1062766,0.416270402,0.102083793,2.077860755,68.7032244,8,8,normal,20.671803076923077,17.507734923076924,9.0,0.4999999999999375,0.9896467859036836,0.5645609483710745,False
139,COc1cccc2ccccc12,3.6536958,4.840637,3.093546284,2.8484,9.23,158.0731649,0.622294497,0.126180342,2.79096703,387.631175,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.46849749573861954,0.26429110008157347,False
140,CCC(C)N1CCNCC1,23.162949,20.664013,3.893016486,0.6901,15.27,142.1469986,0.325205296,0.011019059,2.239538806,87.25838097,9,9,normal,23.083309399999997,20.8197261,6.0,0.12499999999998437,6.328826351875705e-12,0.1932206594418784,False
141,C#CC1CCCO1,4.9792004,-10.286503,3.464002859,0.7986,9.23,96.05751488,0.483094894,0.117558071,2.306687,84.84336712,5,5,normal,3.8675915027777776,-9.008300347222223,6.0,0.12499999999998437,6.264988527959758e-13,0.1760601143601694,False
142,CC(N)N1CCNCC1,23.042782,20.814634,2.821593119,-0.8037,41.29,129.1265975,0.370279607,0.054324386,2.228362115,76.37215812,9,9,normal,23.083309399999997,20.8197261,9.0,0.4999999999999375,0.8483773955295063,0.5173769434188219,False
143,O=C(O)C1CCCCC1,3.7796023,-8.877596,3.157291973,1.6513,37.3,128.0837296,0.787013605,0.305987143,2.312191534,103.4837784,5,5,normal,3.8675915027777776,-9.008300347222223,6.0,0.12499999999998437,0.9624256477046447,0.45251937323137603,False
144,C#Cc1cccc(O)c1,7.195264,7.558697,4.497446405,1.3735,20.23,118.0418648,0.624241747,0.116321328,3.119201792,244.9897024,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7350254871776463,0.4379055023532712,False
145,NCc1ccccc1CO,4.164905,4.1636147,5.902789673,0.6376,46.25,137.084064,0.460120308,0.068451274,2.964000094,187.1674942,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5104239203105554,0.5392387630131242,True
146,CC(C)c1ccccc1Cl,2.7659278,4.707408,5.018611977,3.4634,0.0,154.054928,0.128040798,0.04400983,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.32030579415620575,0.334336217326837,False
147,CCCCN1CCNCC1,20.470097,17.305859,3.653536091,0.6917,15.27,142.1469986,0.324923634,0.010736995,2.017237222,77.32677656,8,8,normal,20.671803076923077,17.507734923076924,8.0,0.37499999999995315,3.5463854075601375e-12,0.25864144364103525,False
148,O=C(O)C(O)c1ccccc1,10.654141,3.874811,4.226219037,0.8046,57.53,152.0473441,0.81578025,0.336713862,2.85117789,242.7739002,0,0,hotspot,7.099879520207254,5.635156638341969,12.0,0.8749999999998906,0.39738940454268223,0.5507655828427549,False
149,CC(C)c1cccc(Cl)c1,6.8390813,8.713173,5.12220919,3.4634,0.0,154.054928,0.125166677,0.040832988,2.955063749,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5425544596540515,0.5176547054961762,False
150,CCC1CN(CC)CCN1,21.58138,6.356882,0.996493466,0.6901,15.27,142.1469986,0.330687827,0.019244005,2.246450051,83.25838097,4,4,normal,21.6607071,6.436665240000001,6.0,0.12499999999998437,0.13526169388888154,0.1179382468066558,False
151,CCc1ccc(CN)cc1,7.135454,6.042911,4.4316667,1.7077,26.02,135.1047994,0.344258603,0.017761099,2.797251263,165.3881692,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.9859852478064902,0.6230622423419105,False
152,NS(=O)(=O)C(C(=O)O)c1ccccc1,10.59281,3.821246,4.333553587,0.1008,97.46,215.0252288,0.807408812,0.327421917,3.219552107,425.9143183,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.40243097007779915,0.3315714345033177,False
153,C#Cc1ccc(O)cc1,6.7348905,7.537322,5.281530674,1.3735,20.23,118.0418648,0.623128198,0.115162718,3.056038396,227.7397024,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.733211520721968,0.43122468317656926,False
154,COc1cccc(CC(=O)O)c1,6.8785405,5.227048,6.256924911,1.3223,46.53,166.0629942,0.804074846,0.307317121,2.790011068,280.8570663,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.976890153893859,0.5433440426081326,True
155,C=Cc1ccccc1,6.5997405,7.710614,7.725106636,2.3296,0.0,104.0626003,0.072214261,-0.026255789,2.991046915,162.6530014,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7004470743214184,0.55663838773639,True
156,C=Cc1ccccc1CC(=O)O,4.3932886,4.4183865,5.064104054,1.9567,37.3,162.0680796,0.788323314,0.307337406,2.963936689,302.4618185,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5626641750839785,0.44636341468516394,False
157,CCC1CCCO1,4.797084,-10.092801,3.261446613,1.5754,9.23,100.088815,0.435524242,0.057293425,2.139963319,46.14170945,5,5,normal,3.8675915027777776,-9.008300347222223,6.0,0.12499999999998437,0.16639768449936576,0.217877169869792,False
158,COc1ccc(C(C)C)cc1,6.238626,8.119674,5.153178525,2.8186,9.23,150.1044651,0.6151463,0.118378084,2.827408604,210.8193159,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.6185879133725904,0.46670351501174717,False
159,O=C(O)C1CCOC1,3.185016,-8.375274,4.533586656,0.1075,46.53,116.0473441,0.789391535,0.308429495,2.349936739,93.8469047,5,5,normal,3.8675915027777776,-9.008300347222223,5.0,0.0,0.4779722339488124,0.3247351364246256,False
160,NC(Cl)c1ccccc1,11.4620495,3.4476366,2.736009672,1.8827,26.02,141.0345269,0.417222367,0.105638701,2.848234051,171.530842,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.24620656089783177,0.2583023551493292,False
161,C#CC(C)N1CCNCC1,23.083035,20.80284,1.353891705,-0.0867,15.27,138.1156984,0.382554393,0.068369282,2.327442815,130.6832425,9,9,normal,23.083309399999997,20.8197261,5.0,0.0,1.0,0.35415566819999456,False
162,O=C(O)CCN1CCNCC1,20.61043,17.446478,1.137114149,-0.6337,52.57,158.1055277,0.785338272,0.304143224,2.092513389,132.4022634,8,8,normal,20.671803076923077,17.507734923076924,5.0,0.0,0.704555081305845,0.25685109035174897,False
163,Fc1ccccc1,6.414749,7.1052785,2.722555124,1.8257,0.0,96.03752838,0.329719762,0.12270724,3.02146531,134.1073697,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7853253538362882,0.3819998111108709,False
164,OCC1CCCO1,4.7502913,-10.043028,5.183732052,0.1577,29.46,102.0680796,0.474290164,0.080611793,2.139963319,48.04184398,5,5,normal,3.8675915027777776,-9.008300347222223,6.0,0.12499999999998437,0.20914394558136562,0.30759246575438426,False
165,COCCN1CCNCC1,20.566757,17.40392,4.462145368,-0.462,24.5,144.1262631,0.442279212,0.058918902,2.017237222,81.6752921,8,8,normal,20.671803076923077,17.507734923076924,6.0,0.12499999999998437,0.4883010196106251,0.36247612060316503,False
166,COC(C(=O)O)c1ccccc1,10.686769,3.8778074,4.897788528,1.4587,46.53,166.0629942,0.816043232,0.336983756,2.877595791,255.7359748,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.39276513369124344,0.35124108122734876,False
167,ClCCN1CCNCC1,20.669245,17.505486,2.926725075,0.1304,15.27,148.0767261,0.349255581,0.035068955,2.077860755,68.7032244,8,8,normal,20.671803076923077,17.507734923076924,11.0,0.7499999999999063,1.0,0.6420690029999602,False
168,Oc1cccc2ccccc12,3.886473,5.190862,5.607808717,2.5454,20.23,144.0575149,0.630210246,0.122898728,2.913161164,374.0344904,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5169172904198087,0.5293875358059015,False
169,NC(O)c1ccccc1,11.422126,3.486889,3.458716394,0.6362,46.25,123.0684139,0.502635965,0.128098267,2.848234051,171.530842,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.25501853943809094,0.3273542175913994,False
170,O=C(O)C(F)c1ccccc1,10.690066,3.8309793,2.416938977,1.7818,37.3,154.0430077,0.821350632,0.342519361,2.85117789,245.5287877,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.3888319828327468,0.288327153929805,False
171,O=C(O)c1cccc(O)c1,7.8729587,7.2241316,7.351060641,1.0904,57.53,138.0316941,0.843257351,0.335317714,3.069899266,254.7830614,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7613105894210207,0.5599356024662722,True
172,COc1ccc(CN)cc1,7.2821884,5.9037356,1.946565265,1.1539,35.25,137.084064,0.61514759,0.118379385,2.797251263,169.9174942,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,1.0,0.3778626105999922,False
173,NCc1cccc(C(=O)O)c1,7.9239364,6.653093,3.316313111,0.8435,63.32,151.0633285,0.812828508,0.335189383,3.005889219,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.8369950878157844,0.42125105078471736,False
174,O=C(O)Cc1cccc(Br)c1,7.0502563,4.913588,4.863517201,2.0762,37.3,213.9629416,0.788301607,0.307315437,2.790931451,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.934031056829207,0.5497500050887332,False
175,COc1cccc(O)c1,6.9914236,7.501271,4.135735908,1.4008,29.46,124.0524295,0.629869479,0.12204628,2.936866102,195.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7443980866012097,0.38874886230034633,False
176,C=Cc1ccccc1CN,4.047778,4.2823877,4.440805511,1.7883,26.02,133.0891494,0.344836517,0.018358301,3.076562928,227.9248049,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.5012826957101308,0.3280170291530215,False
177,COc1ccccc1C(C)C,3.083869,4.5344715,3.418796248,2.8186,9.23,150.1044651,0.618273849,0.121806505,3.020725786,228.0693159,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.36465720281910474,0.283649010765713,False
178,Fc1cccc2ccccc12,3.829923,5.1493917,5.25835961,2.9789,0.0,146.0531784,0.336848641,0.130524574,2.913161164,374.0344904,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.5066801777770832,0.39983843773309924,False
179,Oc1ccccc1Br,4.362658,5.158349,5.103970944,2.1547,20.23,171.9523769,0.6360288,0.129252638,3.134861511,164.6383389,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.5939519659162547,0.4198444275348513,False
180,CCc1ccccc1O,4.648404,4.602835,4.714396887,1.9546,20.23,122.0731649,0.625927683,0.118251369,3.006524007,193.514053,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.6135563898931924,0.4476427924479295,False
181,Cn1cnc2cnc(Cl)nc21,-9.843916,2.3307898,3.828807254,1.0167,43.6,168.0202738,0.542246529,0.223946495,2.873085923,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,11.0,0.7499999999999063,0.9634305010899735,0.6671814404869486,False
182,NS(=O)(=O)c1cccc(O)c1,8.012252,7.1764727,1.80640614,0.0396,80.39,173.0146641,0.745603903,0.237683413,3.277910585,357.8450745,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.757330356065306,0.29945535241958454,False
183,O=C(O)C(CO)c1ccccc1,10.706065,3.6786873,6.215774987,0.8471,57.53,166.0629942,0.793551364,0.31283442,2.877595791,255.7359748,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.3748157455621448,0.3985757231486139,True
184,COC(C)(C)c1ccccc1,3.0659416,10.992461,4.398405743,2.5681,9.23,150.1044651,0.461217334,0.08710112,2.928444531,213.5742034,1,1,hotspot,2.99682739,11.0612441,5.0,0.0,0.49421068108158683,0.32419943404445845,False
185,O=C(O)Cc1cccc(CO)c1,6.9529204,5.0572476,4.489303859,0.806,57.53,166.0629942,0.788301117,0.307314945,2.790011068,280.8570663,0,0,hotspot,7.099879520207254,5.635156638341969,10.0,0.6249999999999218,0.955041630936061,0.6535846436407768,False
186,COC1CCOC1,3.2725568,-8.41137,3.817220468,0.4217,18.46,102.0680796,0.461585292,0.082614662,2.139963319,48.04184398,5,5,normal,3.8675915027777776,-9.008300347222223,6.0,0.12499999999998437,0.5331491025183508,0.35013354947548525,False
187,OC1CCOC1,2.9803636,-8.254747,5.398369813,-0.2324,29.46,88.0524295,0.470150332,0.079512744,2.18410557,38.81274391,5,5,normal,3.8675915027777776,-9.008300347222223,11.0,0.7499999999999063,0.33194064234389686,0.5405169852231193,False
188,FC1CCCO1,4.9453483,-10.255403,3.150311254,1.0924,9.23,90.04809306,0.546421643,0.198343996,2.18410557,40.81274391,5,5,normal,3.8675915027777776,-9.008300347222223,8.0,0.37499999999995315,0.028610814208938518,0.2470956944226549,False
189,COc1ncnc2c1ncn2C,-4.5689626,5.494229,5.202344967,0.3719,52.83,164.0698109,0.723966809,0.244644394,2.808944184,408.6986225,7,7,normal,-4.63897532,5.42452347,6.0,0.12499999999998437,0.17740886550734725,0.29881645833217874,False
190,BrCCN1CCNCC1,20.843739,17.680395,4.298532476,0.2865,15.27,192.0262105,0.330110718,0.015924088,2.077860755,68.7032244,8,8,normal,20.671803076923077,17.507734923076924,10.0,0.6249999999999218,0.14791985097046767,0.40381725433109966,False
191,NC1CCOC1,2.9439917,-8.109836,5.063669454,-0.266,35.25,87.06841391,0.441564882,0.061786654,2.18410557,40.81274391,5,5,normal,3.8675915027777776,-9.008300347222223,8.0,0.37499999999995315,0.25397333886398843,0.3912387798191623,False
192,CC(=O)NC1CCOC1,3.1722963,-8.32608,4.288293948,-0.0886,38.33,129.0789786,0.59590642,0.216668651,2.18678509,107.6254878,5,5,normal,3.8675915027777776,-9.008300347222223,5.0,0.0,0.4509335032685372,0.306811808900544,False
193,CCC(N)c1ccccc1,11.558801,3.3236141,7.403838258,2.0964,26.02,135.1047994,0.353120416,0.029167792,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.2226205662919024,0.3629397002075412,True
194,CC(C)c1cccc(N)c1,6.7948046,8.626176,6.85722538,2.3922,26.02,135.1047994,0.43035536,0.031634785,2.955063749,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5562074470740181,0.5911512493221592,True
195,OCC1CCCCC1,3.9974654,-8.90432,2.931503,1.559,20.23,114.1044651,0.441964588,0.045876421,2.125016255,55.40716557,5,5,normal,3.8675915027777776,-9.008300347222223,7.0,0.24999999999996875,0.9569077178500182,0.4793324353549844,False
196,C#Cc1nc2cncnc2n1C,-11.959975,-0.07040416,8.494602903,0.3446,43.6,158.0592462,0.491623727,0.186628933,2.897866871,463.352863,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,1.6091572518917019e-12,0.3397841161204488,True
197,CC(O)N1CCNCC1,23.044514,20.80426,3.63933076,-0.7701,35.5,130.1106131,0.482819357,0.104131848,2.228362115,79.12704562,9,9,normal,23.083309399999997,20.8197261,9.0,0.4999999999999375,0.842563988409314,0.5483424269227609,False
198,Nc1ccccc1O,4.4312086,5.033713,6.379861732,0.9744,46.25,109.0527638,0.643754366,0.137958202,3.134861511,164.6383389,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.6010399184533755,0.5105064448159777,True
199,O=C(O)Cc1ccc(Br)cc1,6.3437896,5.098454,7.844851726,2.0762,37.3,213.9629416,0.788300943,0.30731477,2.736298072,253.2994976,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.9002842419237329,0.6588793416170791,True
200,CCN1CCNCC1O,23.20206,11.960403,0.797920995,-0.7701,35.5,130.1106131,0.496543392,0.119514183,2.297255884,87.12704562,6,6,normal,23.1524854,12.0101643,9.0,0.4999999999999375,0.2646126945577625,0.2613006481673068,False
201,CC(C)c1ccc(F)cc1,5.8985643,8.430729,4.554140764,2.9491,0.0,138.0844786,0.329739729,0.122727564,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5502136614590851,0.42222972899769795,False
202,C#Cc1cccc2ccccc12,3.9557242,4.9348454,6.792821109,2.8211,0.0,152.0626003,0.14669704,0.032054077,2.90627999,441.5401182,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.5206856353587285,0.42791853496759136,True
203,C=Cc1cccc(CN)c1,7.5356646,6.225865,3.423331102,1.7883,26.02,133.0891494,0.344279633,0.017782476,2.975409782,227.9248049,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.9322459644117118,0.4541070334034952,False
204,CCC(C(=O)O)c1ccccc1,10.60603,3.737401,5.556261646,2.2648,37.3,164.0837296,0.791240168,0.310459187,2.877595791,253.8009063,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.39399846289574014,0.3779500047086951,False
205,CC(CF)c1ccccc1,12.176842,1.9762565,5.680705599,2.7596,0.0,138.0844786,0.346423219,0.095975812,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,11.0,0.7499999999999063,0.018164030520080088,0.45767743311597325,False
206,CC(C)c1ccccc1Br,2.7668433,4.667955,4.262992225,3.5725,0.0,198.0044125,0.082845609,0.020940303,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.3190593535619577,0.3787374950685562,False
207,CCN1CCNCC1N,23.100473,12.064165,3.60509377,-0.8037,41.29,129.1265975,0.384689419,0.070029775,2.297255884,84.37215812,6,6,normal,23.1524854,12.0101643,9.0,0.4999999999999375,0.207768298615444,0.3565342403846,False
208,CC(CC(=O)O)c1ccccc1,11.902143,2.0471246,6.797522325,2.2648,37.3,164.0837296,0.784665718,0.303451301,2.652217308,253.8009063,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.061750641625267444,0.29042608548755305,True
209,NCc1ccccc1F,4.184152,4.101549,4.023131557,1.2844,26.02,125.0640775,0.453591211,0.127183342,3.006524007,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5085646020117485,0.3884946428834991,False
210,C#Cc1ccccc1CC(=O)O,4.43115,4.547074,6.42321693,1.295,37.3,160.0524295,0.788346936,0.307361304,2.990456782,333.9369705,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5768119455501921,0.5049722608650226,True
211,Brc1ccc2ccccc2c1,7.7576513,8.183858,7.856904554,3.6023,0.0,205.9731123,0.079743967,0.018114271,2.828901216,379.2844904,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.6181489480550195,0.5372208665764697,True
